company_name,year_founded,Industries,hq,zipcode,description,operating_status,cb_rank,funding_status,funding_date,funding_type,ipo_status,estimated_revenue,num_employees,num_funding_rounds,total_funding,top_investors,num_investors,operating_status_binary,num_employees_cat,clean_name,city,state,country
NOVI,2017,"Aerospace, Artificial Intelligence (AI), Electronics, Hardware, Image Recognition, Intelligent Systems, Machine Learning, Satellite Communication","Arlington, Virginia, United States",22201,NOVI is Leading the Transition to Space 2.0 with AI Edge Computing,Active,1116500,0,2020-01-06,Grant,Private,0,11-50,1,0,National Science Foundation,0,1,11-50,NOVI,Arlington,Virginia,United States
BirdDog Technologies,2017,"Information Services, Information Technology, Software","Lynchburg, Virginia, United States",24501,BirdDog Technologies helps companies lay down cost effective and proven technologies.,Active,1212039,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,BIRDDOG TECHNOLOGIES,Lynchburg,Virginia,United States
Artemis ABA,2017,"Artificial Intelligence (AI), Health Care, Medical, Software","Dallas, Texas, United States",75201,Artemis ABA is a technology software company that transforms the ABA Therapy and Behavioral Health space with its innovative offering.,Active,1433178,0,0,0,Private,Less than $1M,101-250,0,0,0,0,1,101-250,ARTEMIS ABA,Dallas,Texas,United States
invinovo,2017,"Information Technology, IT Management, Software","San Diego, California, United States",92101,Invinovo Inc. is an information technology company specializing in digital communication technologies and business-to-business solutions.,Active,1514203,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,INVINOVO,San Diego,California,United States
Wait Industries LLC,2017,"Manufacturing, Mining, Precious Metals","Granger, Indiana, United States",46530,Wait Industries LLC formed for the purpose of acquiring manufacturing assets.,Active,1561880,0,0,0,Private,0,101-250,0,0,0,0,1,101-250,WAIT INDUSTRIES,Granger,Indiana,United States
Space-Age Alloys,2017,"Aerospace, Industrial Engineering, Precious Metals","Gardena, California, United States",90247,"Space-Age Alloys is an aerospace materials company that provides solutions for superalloys, titanium, and precious metals needs.",Active,1609233,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,SPACE-AGE ALLOYS,Gardena,California,United States
Soundable Health,2017,"Apps, Artificial Intelligence (AI), Health Care, Health Diagnostics, Personal Health, Software","San Francisco, California, United States",94103,Digital health startup that unlocks the smartphones power to collect and analyze audible biomarkers.,Active,1848924,0,2024-04-23,Corporate Round,Private,Less than $1M,11-50,3,0,"IMM Investment, Translink Investment, Delight Room",3,1,11-50,SOUNDABLE HEALTH,San Francisco,California,United States
AccessAerospace,2017,"Aerospace, E-Commerce, Marketplace","Wayne, New Jersey, United States",7470,"AccessAerospace is a space and aerospace marketplace that sells and buys instruments, cameras, and telescopes for space and aircraft.",Active,2048546,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,ACCESSAEROSPACE,Wayne,New Jersey,United States
R Square Analytics,2017,"Analytics, Big Data, Consulting, Data Visualization, Information Technology, Machine Learning","Atlanta, Georgia, United States",30301,"R Square Analytics provides consumer analytics, marketing mix consulting, forecasting simulations, and pricing analytic solutions.",Active,2115921,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,R SQUARE ANALYTICS,Atlanta,Georgia,United States
Tesseract,2017,"Robotics, Software, Space Travel","Livermore, California, United States",94551,Tesseract is a provider of cost effective propulsion components and systems for in-space applications.,Active,2186810,0,2018-12-27,Equity Crowdfunding,Private,$1M to $10M,10-Jan,3,0,"Y Combinator, Seraphim Space, Erik Peterson, Nicolas Ritz",4,1,10-Jan,TESSERACT,Livermore,California,United States
Move to AI,2017,"Artificial Intelligence (AI), Consulting, Information Technology, Software","Sunnyvale, California, United States",94086,Move to AI is a Silicon Valley based AI consulting company. We bridge the gap between real business cases and AI in mid-size companies.,Closed,2204456,0,0,0,Private,0,10-Jan,0,0,0,0,0,10-Jan,MOVE TO AI,Sunnyvale,California,United States
Turnkey ADU,2017,"Building Material, Construction, Manufacturing, Residential","Carlsbad, California, United States",92008,"Turnkey ADU offers pre-fab ADUs with full project management, catering to DIY home builders in California.",Active,2556145,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,TURNKEY ADU,Carlsbad,California,United States
Spacedarts,2017,Aerospace,"Portland, Oregon, United States",97201,Dedicated microsats launch,Active,2783164,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,SPACEDARTS,Portland,Oregon,United States
STRIXAR,2017,"3D Printing, Information Technology, Marketing, Real Estate, Virtual Reality","New York, New York, United States",10001,STRIXAR is a tech focused marketing company,Closed,2819615,0,0,0,Private,0,10-Jan,0,0,0,0,0,10-Jan,STRIXAR,New York,New York,United States
Guardian STS,2017,"Aerospace, Artificial Intelligence (AI), Satellite Communication","Houston, Texas, United States",77001,Guardian STS provides AI solutions and space domain knowledge to help operators safely navigate and operate their assets in GEO space.,Active,2884900,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,GUARDIAN STS,Houston,Texas,United States
Bitcoin Beginner Box,2017,"Bitcoin, Education, Information Technology","Austin, Texas, United States",78701,"The Bitcoin Beginner box was created after years of learning all about Bitcoin, how it works and the Technology behind it .",Active,3051547,0,0,0,Private,0,0,0,0,0,0,1,,BITCOIN BEGINNER BOX,Austin,Texas,United States
Coin Ninja,2017,"Bitcoin, Information Services, Information Technology","Akron, Ohio, United States",44304,Coin Ninja is a bitcoin startup in Akron Ohio.,Active,3053335,0,0,0,Private,Less than $1M,0,0,0,0,0,1,,COIN NINJA,Akron,Ohio,United States
The CubeSat Development Education Initiative,2017,"Aerospace, Augmented Reality, Education, Non Profit, Satellite Communication, STEM Education, Virtual Reality","El Segundo, California, United States",90245,Assisting high schools by funding their CubeSat Programs from development to launch!,Active,3351389,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,THE CUBESAT DEVELOPMENT EDUCATION INITIATIVE,El Segundo,California,United States
Morpheus Space,2018,"Aerospace, Artificial Intelligence (AI), Hardware, SaaS, Satellite Communication, Simulation, Software","El Segundo, California, United States",90245,"Morpheus Space sells satellite mobility solutions through electric propulsion systems, an autopilot, and mission analysis and design tools.",Active,17554,Early Stage Venture,2022-09-14,Series A,Private,$10M to $50M,11-50,6,29590000,"Techstars, Starburst Accelerator, NASA, Jackson Moses, Airbus Ventures",11,1,11-50,MORPHEUS SPACE,El Segundo,California,United States
ErisX,2018,"Blockchain, Financial Services, FinTech, Information Technology, Insurance, Software","Chicago, Illinois, United States",60601,ErisX specializes in digital asset space that offers both spot and futures contracts on one platform.,Closed,46111,M&A,2022-11-29,Venture - Series Unknown,Private,$1M to $10M,11-50,5,47500000,"Robinhood, ConsenSys, Fidelity, Digital Currency Group, Bitmain",35,0,11-50,ERISX,Chicago,Illinois,United States
Shuttle,2018,"Aerospace, Space Travel","San Francisco, California, United States",94103,Shuttle is an outer space travel company that offers a commercial spaceflight booking platform.,Active,124914,Seed,2024-02-14,Seed,Private,Less than $1M,10-Jan,3,250000,"Newchip Accelerator, Notation Capital, Alchemist Accelerator",3,1,10-Jan,SHUTTLE,San Francisco,California,United States
Cloud Compliance,2018,"Cloud Data Services, Compliance, CRM, Information Technology, SaaS, Small and Medium Businesses, Software","Chicago, Illinois, United States",60601,Operationalize privacy compliance and data security on Salesforce with the most comprehensive suite of products.,Active,398803,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,CLOUD COMPLIANCE,Chicago,Illinois,United States
Space Initiatives,2018,Aerospace,"Palm Bay, Florida, United States",32905,Space Initiatives is a new start-up with a business model focused on the development and deployment of 50-gram femtosatellites in LEO.,Active,1251747,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,SPACE INITIATIVES,Palm Bay,Florida,United States
OrbitBeyond,2018,"Aerospace, Space Travel","Edison, New Jersey, United States",8817,OrbitBeyond is an American lunar transportation startup and a core infrastructure provider for all things beyond earth-orbit.,Active,1499948,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,ORBITBEYOND,Edison,New Jersey,United States
Tatra Solutions,2018,"Aerospace, Industrial Manufacturing, Manufacturing, Space Travel","Apex, North Carolina, United States",27502,"Tatra Solutions is an IT company that provides technical support, logistics, and aviation services.",Active,2071811,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,TATRA SOLUTIONS,Apex,North Carolina,United States
Wisconsin Rocket Labs,2018,"Aerospace, Industrial Engineering, Manufacturing","Madison, Wisconsin, United States",53703,"Wisconsin Rocket Labs is an aerospace engineering company that designs, manufactures, and tests experimental rocket engines.",Active,2282057,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,WISCONSIN ROCKET LABS,Madison,Wisconsin,United States
Angle42,2018,"Blockchain, Consulting, Cryptocurrency, Financial Services, Information Technology, Virtual Reality","San Francisco, California, United States",94103,Angle42 provides strategic communications advice and support to businesses in the blockchain space.,Active,2424082,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,ANGLE42,San Francisco,California,United States
Floorspace,2018,"Information Technology, Internet, Software, Web Design, Web Development, Web Hosting","Salt Lake City, Utah, United States",84101,Vacation rental website builder.,Active,2468083,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,FLOORSPACE,Salt Lake City,Utah,United States
Exolith Lab,2018,"Industrial, Manufacturing","Orlando, Florida, United States",32801,"Exolith Lab enables space development and growth by providing Lunar, Martin, and asteroid regolith simulants to researchers and educators.",Active,2505758,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,EXOLITH LAB,Orlando,Florida,United States
EverTEK Solutions,2018,"Consulting, Information Services, Information Technology, Software, Warehousing","Bentonville, Arkansas, United States",72712,EverTEK Solutions is a software developer specializing in automated technology for management teams and retailers.,Active,2740406,M&A,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,EVERTEK SOLUTIONS,Bentonville,Arkansas,United States
Destiny Space Systems,2018,"Aerospace, Space Travel","Boston, Massachusetts, United States",2115,Space exploration company. Landing on Mars in 2021,Active,3456036,M&A,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,DESTINY SPACE SYSTEMS,Boston,Massachusetts,United States
Stoke Space,2019,"Aerospace, Product Design, Space Travel","Kent, Washington, United States",98030,Stoke Space is a developer of reusable rockets that provide access to and from any orbit to the satellite industry.,Active,7807,Early Stage Venture,2023-10-05,Series B,Private,$10M to $50M,101-250,10,176199949,"University of Michigan, Y Combinator, National Science Foundation, Liquid 2 Ventures, NFX",32,1,101-250,STOKE SPACE,Kent,Washington,United States
Raptor Scientific,2019,"Aerospace, Manufacturing, Test and Measurement","Berlin, Connecticut, United States",6037,Raptor Scientific is a provider of mission-critical testing and measurement solutions.,Active,17063,M&A,2020-11-06,Private Equity,Private,0,251-500,2,60000000,"L Squared Capital Partners, Graycliff Partners",2,1,251-500,RAPTOR SCIENTIFIC,Berlin,Connecticut,United States
Insite AI,2019,"Artificial Intelligence (AI), Consumer Goods, Retail, SaaS","Bentonville, Arkansas, United States",72712,"Premier strategic partner to the world's largest Consumer Goods companies for sales, category, and revenue management.",Active,29971,Early Stage Venture,2022-10-11,Series A,Private,0,51-100,3,19000000,"M12 - Microsoft's Venture Fund, Brisbane Angels, EVP, AfterWork Ventures, Melbourne Angels",9,1,51-100,INSITE AI,Bentonville,Arkansas,United States
Cambium,2019,"Advanced Materials, Aerospace, Law Enforcement, National Security, Renewable Energy","Mojave, California, United States",93501,"Cambium develops biomaterials for applications across defense, space, aerospace, and renewable energy.",Active,47841,Early Stage Venture,2023-12-05,Series A,Private,0,11-50,3,27012877,"Ginkgo Bioworks, Gaingels, 8VC, Susa Ventures, Jackson Moses",11,1,11-50,CAMBIUM,Mojave,California,United States
nFlux AI,2019,"Artificial Intelligence (AI), Computer Vision, Industrial, Manufacturing, Quality Assurance, Space Travel, Training","Los Angeles, California, United States",90001,Amazon funded startup that's bringing NASA technology to industries on Earth!,Active,50947,Early Stage Venture,2023-07-06,Non-equity Assistance,Private,$1M to $10M,11-50,6,10620000,"Techstars, Amazon, Plug and Play, Peachscore, K Fund",10,1,11-50,NFLUX AI,Los Angeles,California,United States
Glacier,2019,"Artificial Intelligence (AI), Recycling, Robotics, Waste Management","San Francisco, California, United States",94103,Glacier is an innovation leader in AI-powered robotic waste technology.,Active,70806,Seed,2023-10-18,Convertible Note,Private,0,11-50,3,4500000,"Elemental Impact, New Enterprise Associates, Climate Pledge Fund, Overture VC, AlleyCorp",12,1,11-50,GLACIER,San Francisco,California,United States
Orbite,2019,"Aerospace, Leisure, Space Travel, Training","Seattle, Washington, United States",98101,Orbite is a space training company that offers space travel and luxury hospitality.,Active,97048,Seed,2023-12-20,Seed,Private,0,11-50,1,2724998,0,0,1,11-50,ORBITE,Seattle,Washington,United States
G-Space,2019,"Artificial Intelligence (AI), SaaS, Software","Sunnyvale, California, United States",94086,G-SPACE is a software platform that provides the next generation of materials viaa terrestrial.,Active,110892,0,2021-04-26,Venture - Series Unknown,Private,Less than $1M,11-50,2,245000,"National Science Foundation, Seraphim Space",2,1,11-50,G-SPACE,Sunnyvale,California,United States
Sober Space,2019,"Apps, Information Technology, Travel","Clifton Park, New York, United States",12065,Sober Space is a go-sober sober travel concierge which offers a curated list of sober and sober-friendly spots on the app.,Active,118942,Seed,2022-11-04,Pre-Seed,Private,0,10-Jan,1,250000,Newchip Accelerator,1,1,10-Jan,SOBER SPACE,Clifton Park,New York,United States
