year,company_name,amount,state_code,category
2020,INTERLUNE,17715000,CO,Startups
2018,INTERSTELLAR LAB,8950000,DE,Startups
2015,INTERSTELLAR TECHNOLOGIES,0,AL,Startups
2015,INTROSPECTIVE NETWORKS,0,CO,Startups
2016,INVASYSTEMS,0,TX,Startups
2021,INVERSION,10125000,CA,Startups
2017,IN-VIDEO IMPRESSIONS,0,NC,Startups
2017,INVINOVO,0,CA,Startups
2016,IO AIRCRAFT,0,FL,Startups
2018,"IOT LOGISTICS,",0,FL,Startups
2017,IPERIONX,57800000,NC,Startups
2018,IROCKET,0,NY,Startups
2020,ISLAND,560000000,TX,Startups
2016,ITECH SERIES,0,CA,Startups
2021,JACAL,0,NV,Startups
2022,JIGSO,7500000,NY,Startups
2016,JORD PRODUCERS,20000,NE,Startups
2015,JOSH.AI,22648404,CO,Startups
2020,JUNOLIVE,13500000,CA,Startups
2018,JUSTPOINT,58640000,NY,Startups
2022,K2 SPACE,15528471,CA,Startups
2019,KALL MORRIS,279000,MI,Startups
2015,KAOTICA EYEBALL,0,DE,Startups
2021,KARMAN MISSILE & SPACE SYSTEMS,0,CA,Startups
2021,KARMAN SPACE & DEFENSE,0,CA,Startups
2022,KARMAN+,26000000,CO,Startups
2019,KATALYST SPACE TECHNOLOGIES,880635,AZ,Startups
2019,KAYHAN SPACE,11270000,CO,Startups
2019,KC CORNERSTONES,0,MO,Startups
2019,KEENI SPACE OPERATING PROCEDURES,0,AK,Startups
2020,KEYSTONE SPACE COLLABORATIVE,400000,PA,Startups
2017,KILN,6000000,UT,Startups
2021,KILSAR,20000,VA,Startups
2016,KINETIC BATTERIES,65000,MA,Startups
2017,KITCHEN UNITED,150000000,CA,Startups
2016,KIVA COWORK,0,CA,Startups
2017,KLEENWRAPS,100000,PA,Startups
2017,KOIN NETWORK,0,FL,Startups
2017,KOMODAL,0,CA,Startups
2016,KRAUS AEROSPACE,0,NY,Startups
2021,KRYPTON,7000000,CA,Startups
2015,KYTHERA SPACE SOLUTIONS,0,MD,Startups
2019,LAGOON DIGITAL,0,FL,Startups
2018,LAICOS CLOUD,0,NV,Startups
2018,LAND AERO GROUP,0,TX,Startups
2016,LANGUAGE.AI,0,IL,Startups
2019,LARAVEL WIZARD,0,NC,Startups
2015,LASER AEROSPACE,0,CA,Startups
2015,LATENT SPACE,8000000,CA,Startups
2016,LAUNCHSPACE,329254,FL,Startups
2017,LEO AEROSPACE,120000,CA,Startups
2016,LEOLABS,111000000,CA,Startups
2021,LESATH INTERNATIONAL,0,NY,Startups
2022,LETSDATA,160000,DE,Startups
2016,LEVEL BEER,0,OR,Startups
2017,LIENIQ,0,NY,Startups
2023,LIFELINE.VET AI (SDVOSB),70000,CA,Startups
2019,LIGHT STEERING TECHNOLOGIES,0,NH,Startups
2017,LINGROVE,16132293,CA,Startups
2019,LIQUID PAYMENTS,0,FL,Startups
2021,LITTLE PLACE LABS,320000,TX,Startups
2018,LOCAI SOLUTIONS,734999,CO,Startups
2023,LOCUSIVE,0,NY,Startups
2022,LOFT FEDERAL,0,CO,Startups
2017,LOFT ORBITAL,156200000,CA,Startups
2020,LONGSHOT SPACE TECHNOLOGIES,6500000,CA,Startups
2024,LUMEN ORBIT,12900000,WA,Startups
2018,LUMI LABS,20000000,CA,Startups
2015,LUMINATI AEROSPACE,0,NY,Startups
2017,LUNAR OUTPOST,11879036,CO,Startups
2020,LUNARGISTICS,0,TX,Startups
2018,LUNASA TECHNOLOGIES,0,NY,Startups
2016,LUNASONDE,11600000,AZ,Startups
2022,LUNEXUS SPACE,275000,CO,Startups
2015,LYTELOOP,40000000,NY,Startups
2016,M33 LABS,0,AZ,Startups
2018,MANUFACTUREFY,50000,FL,Startups
2018,MAPTICIAN,3143000,GA,Startups
2016,MARKET PROS INTERNATIONAL,50000,CT,Startups
2018,MARKETPERF,0,NY,Startups
2021,MARKOVML,0,CA,Startups
2017,MATICIAN,0,CA,Startups
2015,MAVENVIEW,2437741,OH,Startups
2019,MAVERICK SPACE SYSTEMS,275973,CA,Startups
2017,MECHANICAL DESIGN LABS,0,IL,Startups
2016,MEGAGON LABS,0,CA,Startups
2021,MEMORABLE,2750000,DE,Startups
2017,MENTIUM TECHNOLOGIES,5884230,CA,Startups
2019,MERAKI SPACE SYSTEMS,0,WA,Startups
2022,MERCATOR,500000,CA,Startups
2021,MERCURY,7500000,MA,Startups
2020,METABOB,447000,CA,Startups
2020,METHANESAT,0,TX,Startups
2020,METROLLA,450000,WA,Startups
2021,METTA SPACE,0,CA,Startups
2018,MILCASA STORE,0,FL,Startups
2016,MILES SPACE,100000,FL,Startups
2018,MINDBUILDER AI,50000,MI,Startups
2015,MIRCOD,2250000,FL,Startups
2018,MIYAGI SPACE,0,CA,Startups
2022,MOBILITYZ HEALTH,0,TX,Startups
2017,MOMENTUS,159625000,CA,Startups
2016,MONTGOMERY COUNTY BUSINESS SOLUTIONS CENTER,0,OH,Startups
2018,MORPHEUS SPACE,29590000,CA,Startups
2015,MOTIVO,20531861,CA,Startups
2017,MOVE TO AI,0,CA,Startups
2017,MSBAI,3354000,CA,Startups
2021,MUON SPACE,91703744,CA,Startups
2019,MURAL CITY CELLARS,0,PA,Startups
2015,MXTREALITY,0,WA,Startups
2021,MYCELIAL,3800000,NY,Startups
2022,MYCOACH AI,350000,FL,Startups
2018,MYOFFICEBOT,0,FL,Startups
2022,MYTRA,78000000,CA,Startups
2017,NADARRA LIGHTING,0,MN,Startups
2015,NASA,0,CA,Startups
2017,NATALUS,92000,KY,Startups
2016,NATIONX,0,CA,Startups
2017,NAXC,2001000,CA,Startups
2017,NEAR SPACE LABS,14500000,NY,Startups
2019,NEBULA COMPUTE,1390000,CA,Startups
2017,NEIGHBOR,65700000,UT,Startups
2017,NEMIC (NEW ENGLAND MEDICAL INNOVATION CENTER),100000,RI,Startups
2018,NEOWARE STUDIOS,0,FL,Startups
2024,N-ERGY,0,MA,Startups
2018,NETDATA,34700000,CA,Startups
2022,NEUTRINOS PLATFORMS,0,CA,Startups
2016,NEW ASCENT,0,MD,Startups
2015,NEW HORIZON SOFT,0,MA,Startups
2019,NEWANCE,0,NY,Startups
2017,NEWGENTEK,0,FL,Startups
2019,NEWSPACE NETWORKS,3131,CA,Startups
2021,NEXIS NETWORK,4500000,FL,Startups
2015,NEXT FUTURE TRANSPORTATION,2594672,CA,Startups
2015,NEXTPLAY TECHNOLOGIES,8570000,FL,Startups
2019,NEXTRIVET,0,CA,Startups
2019,NFLUX AI,10495100,CA,Startups
2021,NFT LABS,344997,CA,Startups
2020,NIFTYKIT,0,CA,Startups
2015,NINJATEK,0,PA,Startups
2019,NNIND,0,CA,Startups
2019,NOBLE STAY,0,NY,Startups
2017,NON-METALLIC HOLDINGS,0,LA,Startups
2023,NORTHWOOD SPACE,6400000,MA,Startups
2021,NOVA SPACE,0,MN,Startups
2019,NOVO SPACE,6765003,CA,Startups
2021,NOWHERE,3000000,NY,Startups
2019,NSCRIBE TECHNOLOGIES,0,CA,Startups
2015,NTHLINE SOLUTIONS,0,GA,Startups
2021,NUBII.US,150000,FL,Startups
2021,NUVIEW,17800000,FL,Startups
2017,NXTGEN INFRASTRUCTURE SERVICES,0,CA,Startups
2023,OASIX,100000,DE,Startups
2017,OCCUSPACE,3600000,CA,Startups
2021,OCEAN CAMERA SPACE,0,TX,Startups
2016,OFFWORLD,4252433,CA,Startups
2019,ONE AUCTION VIEW,0,CA,Startups
2018,ONE INC COOPERATIVE,0,CA,Startups
2021,ONESTOPKITCHEN,1600000,CA,Startups
2015,OPCITO,0,CA,Startups
2017,OPENSPACE,200425000,CA,Startups
2017,OPTEC AMERICA,0,CA,Startups
2017,OPUS AI,0,NY,Startups
2017,ORBION SPACE TECHNOLOGY,29075178,MI,Startups
2018,ORBIT FAB,43722648,CO,Startups
2015,ORBITAL ONLINE SOLUTIONS,0,NY,Startups
2021,ORBITAL OUTPOST X,5000000,CA,Startups
2023,ORBITAL OVERVIEW,0,NC,Startups
2022,ORBITAL SERVICES CORPORATION (OSCORP),274999,CO,Startups
2016,ORBITAL SIDEKICK,46774998,CA,Startups
2021,ORBITALSCAN,0,TX,Startups
2018,ORBITBEYOND,0,NJ,Startups
2019,ORBITE,2724998,WA,Startups
2018,ORBITSEDGE,250000,FL,Startups
2021,ORBITSHUB,0,CA,Startups
2018,ORBY,4499998,CA,Startups
2021,ORC TECH,35000,NM,Startups
2016,ORDERMARK,0,CA,Startups
2015,ORI,27115000,MA,Startups
2017,"ORION SPAN,",161500,CA,Startups
2021,OUTPOST,7100000,CA,Startups
2017,OUTWARD TECHNOLOGIES,1175495,CO,Startups
2022,OZ FUNDHUB,0,CA,Startups
2020,PACKD BAGS,0,UT,Startups
2020,PAIMEIX.COM,0,OR,Startups
2021,PANGEA GLOBAL TECHNOLOGIES,0,CA,Startups
2015,"PARETI MOBILE WALLS,",0,IA,Startups
2018,PARK YOURSELF,0,CA,Startups
2022,PARKING FIT,0,AZ,Startups
2018,PARKSOL USA,0,AZ,Startups
2016,PARTNERTAP,8784772,WA,Startups
2020,PARTSHAWK,0,FL,Startups
2021,PATHFREE TECHNOLOGIES,0,CA,Startups
2015,PAUBOX,14800000,CA,Startups
2018,PE STACK,0,CA,Startups
2018,PEEKMAP,0,NY,Startups
2022,PEIG,0,PA,Startups
2018,PEMRS,170000,NJ,Startups
2017,PERATON,"32,312,283.21",VA,Startups
2016,PERCEIVE,1576330,IN,Startups
2020,PHANTOM SPACE,27655605,AZ,Startups
2015,PHASE FOUR,35815499,CA,Startups
2015,PICKNIK ROBOTICS,8316452,CO,Startups
2015,PINSCREEN,5800000,CA,Startups
2019,PIXXEL,70980000,CA,Startups
2019,PLANEPOSTER,0,AZ,Startups
2023,PLANET ELECTRIC,250000,CA,Startups
2021,PLATODATA,0,NY,Startups
2019,PLEXUS TECHNOLOGY,0,TX,Startups
2021,PLUTO AEROSPACE,30000,IN,Startups
2021,POOLULAR,95000,NJ,Startups
2018,POPPY AI,0,CA,Startups
2020,POST.CO,0,CA,Startups
2018,POWER ORBITAL,7100000,CA,Startups
2017,PRECIOUS PAYLOAD,1472000,CA,Startups
2016,PRECISION STAINLESS,0,MI,Startups
2017,PRECURSOR SPC,0,WA,Startups
2015,PREFERRED DEPOT,0,CA,Startups
2015,PRIME LIGHTWORKS,120000,CA,Startups
2017,PRINSTA,170000,NY,Startups
2016,PRISM AEROSPACE,0,CA,Startups
2015,PRIVACYSHELL,0,CA,Startups
2021,PRIVATEER,56500000,HI,Startups
2016,PROCARE PORTAL,1000000,GA,Startups
2020,PROCLASS,0,NY,Startups
2017,PRODUCT REVOLUTION CONSULTING,250000,CA,Startups
2020,PROFFERRFP,0,CA,Startups
2018,PROSPEROPS,72000000,TX,Startups
2021,PROTEUS SPACE,4200000,CA,Startups
2020,PROXDIS,0,FL,Startups
2017,PROXIMITY SPACE,1245000,CO,Startups
2016,PRSNL BRANDING,0,NY,Startups
2016,PSIONIC,2650000,VA,Startups
2017,PULSE LABS - THE BEST INSIGHTS HAVE A PULSE,2660000,UT,Startups
2019,PUMAS-AI,0,MD,Startups
2015,PURDUE ORBITAL,0,IN,Startups
2015,PYPESTREAM,46531487,NY,Startups
2019,PYTHOM SPACE,0,CA,Startups
2015,QIEON RESEARCH,21500000,MO,Startups
2021,QUALLE,0,CA,Startups
2021,QUANTUM COPPER,1500000,NV,Startups
2021,QUANTUM SPACE,15252763,MD,Startups
2016,QUANTUM_AI ADVANCED ROBOTICS,0,CA,Startups
2017,QUANTUM_AI AEROSPACE,0,CA,Startups
2016,QUANTUM_AI GROUP OF COMPANIES,0,CA,Startups
2015,QUANTUMFLOW,0,CA,Startups
2015,QUINTILLION,0,AK,Startups
2019,QUOLAB TECHNOLOGIES,0,MD,Startups
2017,R SQUARE ANALYTICS,0,GA,Startups
2019,RADIAL SPACE,0,CA,Startups
2016,RADIAN,27500000,WA,Startups
2018,RANDOMWALK TECHNOLOGIES,0,IA,Startups
2015,RAPID ACHIEVABLE MEASURED MULTIMEDIA,0,CO,Startups
2019,RAPTOR SCIENTIFIC,60000000,CT,Startups
2021,RASTERLY,0,CO,Startups
2020,RAVEN SPACE SYSTEMS,0,MO,Startups
2015,RBC SIGNALS,3153737,WA,Startups
2022,RE/TELL,0,NY,Startups
2020,REACH SPACE TECHNOLOGIES,0,WA,Startups
2017,REACTIVE SPACE,0,NJ,Startups
2020,REDWIRE,66622180.58,FL,Startups
2017,REDWORKS CONSTRUCTION TECHNOLOGIES,0,CA,Startups
2021,REFLECT ORBITAL,8700000,CA,Startups
2023,REIMAGINEHOME,0,DE,Startups
2015,RELATIVITY SPACE,1355604700,CA,Startups
2016,RELIABLE MICROSYSTEMS,0,TN,Startups
2019,RELU LABS,0,CA,Startups
2019,RENOVAI,5750000,NY,Startups
2019,RENTADO,0,CA,Startups
2022,REORBITAL,280000,CA,Startups
2020,REPLIKA,0,CA,Startups
2015,REPUBLIC JET CENTER,0,NY,Startups
2020,RESILIENT COMPUTING,90000,MT,Startups
2021,RESOUND,1350000,KY,Startups
2020,RESUME SIEVE,365000,NC,Startups
2015,RETAILMATCH,0,CA,Startups
2023,RETROLOOP,0,NY,Startups
2021,REVIENCE,0,MN,Startups
2018,RHEA SPACE,1270000,DC,Startups
2022,RHYTHIO MEDICAL,0,TX,Startups
2018,RICHUALIST,2120000,DC,Startups
2019,RIPE HUB,0,CA,Startups
2022,RISHON AI,250000,FL,Startups
2016,RIVER ECOSYSTEM,0,CA,Startups
2015,ROBEX,0,OH,Startups
2016,ROBOTX SPACE,1000000,CA,Startups
2019,ROCKET PROPULSION SYSTEMS,255993,WA,Startups
2020,ROGUE SPACE SYSTEMS,1500000,NH,Startups
2022,"ROLESCALE,",100000,FL,Startups
2019,ROUTE,1325000,IL,Startups
2017,ROUTEFIRE,0,CA,Startups
2020,RX INDUSTRIES,0,SC,Startups
2020,SAFE SPACE TECHNOLOGIES,0,PA,Startups
2016,SAFELY HEALTH,5300000,CA,Startups
2021,SAIYAN INNOVATIONS,0,TX,Startups
2018,SANCTUARY,6000000,WA,Startups
2015,SANTECHCISCO,0,CA,Startups
2021,SATH,400000,IL,Startups
2023,SC SOLUTIONS,0,DC,Startups
2019,SCANNER HD,0,IL,Startups
2018,SCIVISTA,1000000,NM,Startups
2019,SCOUT SPACE,355000,VA,Startups
2020,SEEK,4000000,NY,Startups
2018,SEERTRACKING,0,CA,Startups
2021,SEMANTICGUARD,100000,AL,Startups
2021,SEMIYARD,0,CA,Startups
2018,SEND REALITY,0,CA,Startups
2016,SENSITEK,0,NY,Startups
2017,SGNT,973578,AZ,Startups
2015,SHE+ GEEKS OUT,0,MA,Startups
2019,SHEAU,0,NY,Startups
2016,SHEEVA.AI,11837000,VA,Startups
2021,SHELFLEET,320000,TX,Startups
2018,SHUTTLE,250000,CA,Startups
2021,SIERRA SPACE,1685865725,CO,Startups
2023,SIMPL AUTOMATION,100000,MA,Startups
2015,SKILLUP ONLINE,0,WA,Startups
2015,SKYCOM,547608,TX,Startups
2017,"SKYESENSE TECHNOLOGIES,",0,TX,Startups
2017,SKYLOOM GLOBAL,3100000,CA,Startups
2015,SLACK SPACE,0,DC,Startups
2017,SLINGSHOT AEROSPACE,148935900,TX,Startups
2016,SLIPSTREAM STRATEGIES,0,DC,Startups
2020,SMARTHUB.AI,745000,CA,Startups
2023,SMARTYZ,0,TX,Startups
2020,SNOFOX SCIENCES,5700000,NY,Startups
2019,SOBER SPACE,250000,NY,Startups
2016,SOCIALMAP,0,MA,Startups
2022,SOLIDEON,5120000,CA,Startups
2017,SOLSTAR SPACE COMPANY,2700000,NM,Startups
2015,SOLVES,0,DE,Startups
2017,SOUNDABLE HEALTH,0,CA,Startups
2021,SOURCEPASS,135000000,NY,Startups
2019,SPACE AND FLOW,0,NY,Startups
2021,SPACE BRIDGE ANALYTICS,0,TX,Startups
2016,SPACE COOPERATIVE,0,CA,Startups
2015,SPACE COW MEDIA,0,NY,Startups
2021,SPACE CRYSTALS,200000,TX,Startups
2019,SPACE DOMAIN AWARENESS,256000,FL,Startups
2021,SPACE ELEMENTS,700000,TN,Startups
2019,SPACE IN 60,0,FL,Startups
2018,SPACE INITIATIVES,0,FL,Startups
2021,SPACE INTERACTIONS,200000,MI,Startups
2019,SPACE ISAC,0,CO,Startups
2015,SPACE JAM DATA,0,NY,Startups
2017,SPACE K9,0,NJ,Startups
2022,SPACE KINETIC,75000,NM,Startups
2018,SPACE MADE MEDIA,0,FL,Startups
2019,SPACE PERSPECTIVE,65083333,FL,Startups
2017,SPACE SYSTEMS SERVICES,0,NM,Startups
2019,SPACE THEORY,0,WA,Startups
2017,SPACE-AGE ALLOYS,0,CA,Startups
2021,SPACECO,0,IA,Startups
2017,SPACEDARTS,0,OR,Startups
2021,"SPACE-EYES,",0,FL,Startups
2016,SPACEIQ,11500000,CA,Startups
2020,SPACEMATE,0,NY,Startups
2020,SPACE-TECH,0,FL,Startups
2019,SPARK TECHNOLOGY CENTER,0,PA,Startups
2021,SPEAR AI,0,DC,Startups
2016,SPECIAL APPLICATIONS GROUP,0,FL,Startups
2020,SPIKE DYNAMICS,280000,CA,Startups
2017,SQUADCAST,9300000,CA,Startups
2016,SQUARE ROBOT,5000000,MA,Startups
2017,SQUISHY ROBOTICS,1186232,CA,Startups
2022,ST PLATFORM,5000,OH,Startups
2020,STAK,0,NY,Startups
2018,STARA SPACE,0,WA,Startups
2022,STARFIGHTERS SPACE,9151100,FL,Startups
2018,STARFISH SPACE,54948001,WA,Startups
2018,STARTUP SPACE,0,FL,Startups
2016,STATION HOUSTON,0,TX,Startups
2017,STEALTH,0,CA,Startups
2020,STEEL AEROSPACE GROUP,0,GA,Startups
2020,STEELHEAD TECHNOLOGIES,10200000,MI,Startups
2019,STELLAR AMENITIES,0,CA,Startups
2016,STELLARES,3500000,CA,Startups
2019,STOKE SPACE,176075000,WA,Startups
2017,STORYFILE,9500000,CA,Startups
2016,STRAYOS,950000,MO,Startups
2019,STRIDEUX,0,OH,Startups
2015,STRIVE,0,CA,Startups
2017,STRIXAR,0,NY,Startups
2021,SUBSEA CLOUD,0,TX,Startups
2017,SUBSTRATUM NETWORK,18800000,OH,Startups
2019,SVORT,0,DE,Startups
2015,SWIVELFLY,0,CA,Startups
2021,SYNESIS ONE,12000000,CA,Startups
2020,TACTIC,6249998,UT,Startups
2019,TAHKOM SYSTEMS,0,DC,Startups
2015,TAILOS,50000,TX,Startups
2023,TANDEM SPACE,0,CA,Startups
2015,TATINE,0,IL,Startups
2018,TATRA SOLUTIONS,0,NC,Startups
2017,TECH PRO SPACE,0,KS,Startups
2015,TECH QUALLED,0,TX,Startups
2016,TELLUS AEROSPACE,0,CA,Startups
2019,TENSIL,2950000,CA,Startups
2017,TERRA SPACE TECHNOLOGIES,2000000,CA,Startups
2016,TERRA VR,1710000,NY,Startups
2018,TERRAY THERAPEUTICS,200000000,CA,Startups
2017,TESSERACT,0,CA,Startups
2015,TESSERACT STRUCTURAL INNOVATIONS,581250,AR,Startups
2021,THE AI LIZARD,0,DC,Startups
2017,THE CUBESAT DEVELOPMENT EDUCATION INITIATIVE,0,CA,Startups
2017,THE ENLIGHTEN COMPANY,0,NY,Startups
2021,THE EXCLOSURE,850000,CA,Startups
2018,THE HIGH NOTE,15000000,CA,Startups
2018,THE INCUBATOR,0,IL,Startups
2020,THE OFFICE EXCHANGE,897000,CO,Startups
2015,THE SPACE RESEARCH COMPANY,0,CO,Startups
2018,THECAPITALNET,500000,CA,Startups
2021,THINKORBITAL,4010000,CO,Startups
2020,THIRDFI,2100000,NY,Startups
2019,THREADTECH,0,MA,Startups
2022,THREESIGMA.AI,0,CO,Startups
2022,"TILEBOX,",1700000,NJ,Startups
2016,TIMELINE,0,FL,Startups
2015,TINIFIBER,0,NY,Startups
2015,TINORO,0,CA,Startups
2021,TITAN SPACE TECHNOLOGIES,0,CA,Startups
2020,TLC WINDOWS & DOORS,0,CA,Startups
2018,TODAYLY,0,OR,Startups
2015,TOM TECHNOLOGIES,0,CA,Startups
2018,TOMAHAWK ROBOTICS,2400000,FL,Startups
2020,TORRE SPACE AND POWER SYSTEMS,255896,AR,Startups
2019,TOWARDS AI,0,NY,Startups
2021,"TRADERWARE,",0,VA,Startups
2021,TRADESMEN,0,OH,Startups
2015,TRANSASTRA,7025000,CA,Startups
2021,TRANSATLANTIC AI EXCHANGE,0,CA,Startups
2016,TRANSPARENT COLLECTIVE,0,CA,Startups
2022,TRL11,3000000,CA,Startups
2015,TRU - STATS,0,CA,Startups
2022,TRUE ANOMALY,158019000,CO,Startups
2018,TRUSTIUM,0,CA,Startups
2015,TRUX,5850000,MA,Startups
2015,TUILD,0,CA,Startups
2020,TURION SPACE,7825000,CA,Startups
2017,TURNKEY ADU,0,CA,Startups
2016,TWIGGS SPACE LAB,0,KY,Startups
2015,UBIQUITY COMMERCE,0,AR,Startups
2019,UDO,20000000,UT,Startups
2022,UFAB,75000,MO,Startups
2022,UFO,0,CA,Startups
2015,UGO SMOOTHIES,0,NY,Startups
2018,ULTERIOR TECHNOLOGIES,0,DE,Startups
2015,UMBRA,119629967,VA,Startups
2015,UNDERGROUND REFUSES SYSTEMS,0,FL,Startups
2017,UNH STUDENTS FOR THE EXPLORATION AND DEVELOPMENT OF SPACE,0,NC,Startups
2020,UNITE KITCHENS,0,CA,Startups
2021,UNITED STATES DEPARTMENT OF SPECIAL PROJECTS AND UNIFIED RESPONSE SERVICES (US-SPURS),0,CA,Startups
2017,UPGRADE STATIONS,0,WA,Startups
2019,URBAN SKY,15848946,CO,Startups
2015,URSA MAJOR,284329970,CO,Startups
2022,UTAH AEROSPACE AND DEFENSE,0,UT,Startups
2017,UVERTZ,0,CA,Startups
2016,VAAM,0,AL,Startups
2015,VALITUS TECHNOLOGIES,0,CA,Startups
2023,"VALUE VIEWPOINT,",0,CA,Startups
2020,VARDA,141025000,CA,Startups
2017,VAYA SPACE,36416772,FL,Startups
2016,VECTOR LAUNCH,97268956,AZ,Startups
2018,VECTOR SPACE BIOSCIENCES,0,CA,Startups
2020,VENUS AEROSPACE,39101960,TX,Startups
2018,VERDANT,0,CA,Startups
2017,VERGESENSE,82620000,CA,Startups
2021,VICTORIA FIDE CONSULTING,0,MN,Startups
2018,VIIRTUE,10800000,FL,Startups
2017,VIRGIN ORBIT,479500000,CA,Startups
2021,VIRIDIAN SPACE,0,CA,Startups
2016,VISIONARY TRANSPORTATION,14600,IL,Startups
2023,VISTA SPACE,500000,CA,Startups
2020,VISTRY,0,CA,Startups
2015,VOGO CABINETS,0,CO,Startups
2017,VOICE TECH AI BY SCORE PUBLISHING,0,TN,Startups
2021,VOL AI,0,CA,Startups
2016,VOLUNTEER AEROSPACE,0,TN,Startups
2019,VOYAGER SPACE,177817234,CO,Startups
2017,VOYAGER SPACE TECHNOLOGIES,0,CA,Startups
2016,VRMARKET DATA,2000000,FL,Startups
2016,VRTL SPACE,0,DC,Startups
2020,WAGNER STAR INDUSTRIES,0,FL,Startups
2017,WAIT INDUSTRIES,0,IN,Startups
2016,WALTER'S CUBE,0,NY,Startups
2015,WALTZ,0,NY,Startups
2019,WAREHOWZ,4544633,VA,Startups
2018,WARMINTRO,0,CA,Startups
2023,WATCH SPACE,500000,CA,Startups
2017,WATER VISION TECHNOLOGY,0,CA,Startups
2015,WAVEION,350000,NY,Startups
2020,"WEATHER STREAM,",0,CO,Startups
2019,WHYTESPACE,0,IL,Startups
2015,WILLSCOT MOBILE MINI HOLDINGS,500000000,AZ,Startups
2016,WINDOW,0,NY,Startups
2015,WISCONSIN GAMES ALLIANCE,0,WI,Startups
2018,WISCONSIN ROCKET LABS,0,WI,Startups
2016,WISR,1400000,OH,Startups
2016,WOOTCLOUD,6400000,CA,Startups
2021,WORDDIO: VOCABUALRY BUILDER,250000,DE,Startups
2024,WORLD LABS,230000000,CA,Startups
2022,X3M,0,DE,Startups
2017,XAGE SECURITY,81150000,CA,Startups
2019,XAIROS,745157,CO,Startups
2016,X-BOW LAUNCH SYSTEMS,159815880,NM,Startups
2018,XHUB SPACE,0,CA,Startups
2019,X-LUMIN,0,FL,Startups
2019,XOKIND,3600000,CA,Startups
2018,ZEDA,84000000,CA,Startups
2017,ZENSPACE,0,CA,Startups
2015,ZIBRIO,0,TX,Startups
2021,ZIPMESSAGE,0,CT,Startups
2018,ZMASSWALLS,0,CA,Startups
2020,3D ARRAY TECHNOLOGY,124994,CT,Traditional Contractors
2020,3DSENSIR,124536,CA,Traditional Contractors
2016,4D TECH SOLUTIONS,3998527.52,WV,Traditional Contractors
2018,4D TECH SOLUTIONS,746352,WV,Traditional Contractors
2020,6913G6 VOLPE NATL TRANS SYS CNTR,324317.12,MA,Traditional Contractors
2020,A10 SYSTEMS,124776,MA,Traditional Contractors
2023,A2 LABS,996726,VA,Traditional Contractors
2024,AALYRIA TECHNOLOGIES,393004,CA,Traditional Contractors
2019,ACCESS SENSOR TECHNOLOGIES,83000,CO,Traditional Contractors
2020,ACCESS SENSOR TECHNOLOGIES,78211,CO,Traditional Contractors
2021,ACRONICS SYSTEMS,13500,CA,Traditional Contractors
2018,ACTASYS,749999,NY,Traditional Contractors
2018,ACTUATED MEDICAL,124983,PA,Traditional Contractors
2019,ACTUATED MEDICAL,743150,PA,Traditional Contractors
2019,ADA TECHNOLOGIES,124993,CO,Traditional Contractors
2020,ADA TECHNOLOGIES,1121927,CO,Traditional Contractors
2019,ADDITIVE MANUFACTURING INNOVATIONS,124823,NY,Traditional Contractors
2020,ADDITIVE MANUFACTURING INNOVATIONS,799973,NY,Traditional Contractors
2020,ADELPHI TECHNOLOGY,122786,KY,Traditional Contractors
2023,ADNET SYSTEMS,125323856.6,MD,Traditional Contractors
2023,ADNET SYSTEMS,0,MD,Traditional Contractors
2020,ADROIT MATERIALS,124999,NC,Traditional Contractors
2018,ADVALUE PHOTONICS,124738,AZ,Traditional Contractors
2018,ADVALUE PHOTONICS,748893,AZ,Traditional Contractors
2019,ADVALUE PHOTONICS,748233,AZ,Traditional Contractors
2020,ADVALUE PHOTONICS,124618,AZ,Traditional Contractors
2020,ADVALUE PHOTONICS,124128,AZ,Traditional Contractors
2018,ADVANCED ANALYZER LABS,124999,MD,Traditional Contractors
2019,ADVANCED ANALYZER LABS,749997,MD,Traditional Contractors
2020,ADVANCED CERAMIC FIBERS,124884,ID,Traditional Contractors
2019,ADVANCED CERAMICS MANUFACTURING,124999,AZ,Traditional Contractors
2020,ADVANCED CERAMICS MANUFACTURING,124999,AZ,Traditional Contractors
2018,ADVANCED COOLING TECHNOLOGIES,124997,PA,Traditional Contractors
2018,ADVANCED COOLING TECHNOLOGIES,100000,PA,Traditional Contractors
2018,ADVANCED COOLING TECHNOLOGIES,124996,PA,Traditional Contractors
2018,ADVANCED COOLING TECHNOLOGIES,124995,PA,Traditional Contractors
2019,ADVANCED COOLING TECHNOLOGIES,748848,PA,Traditional Contractors
2019,ADVANCED COOLING TECHNOLOGIES,124981,PA,Traditional Contractors
2019,ADVANCED COOLING TECHNOLOGIES,124999,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,1112168,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,124931,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,749963,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,746758,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,121035,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,124998,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,124947,PA,Traditional Contractors
2020,ADVANCED COOLING TECHNOLOGIES,249498,PA,Traditional Contractors
